Timestamp,Open,High,Low,Close,Volume,|,Date,Direction,Amplitude
1685875740000,27212.1,27213.5,27212.1,27213.5,0.03813688,|,2023-06-04 18:49:00,1.4000000000014552,1.4000000000014552
1685875680000,27214.3,27214.4,27211.8,27212.0,0.23237178,|,2023-06-04 18:48:00,-2.2999999999992724,2.600000000002183
1685875620000,27204.8,27214.7,27204.8,27214.4,1.34988806,|,2023-06-04 18:47:00,9.600000000002183,9.900000000001455
1685875560000,27204.8,27204.9,27204.8,27204.9,0.07190823,|,2023-06-04 18:46:00,0.10000000000218279,0.10000000000218279
1685875500000,27204.9,27204.9,27204.8,27204.9,0.27869447,|,2023-06-04 18:45:00,0.0,0.10000000000218279
1685875440000,27204.5,27204.9,27204.5,27204.8,0.20945815,|,2023-06-04 18:44:00,0.2999999999992724,0.4000000000014552
1685875380000,27212.4,27212.5,27204.5,27205.2,0.8575309,|,2023-06-04 18:43:00,-7.200000000000728,8.0
1685875320000,27212.5,27212.6,27212.4,27212.5,0.08783128,|,2023-06-04 18:42:00,0.0,0.19999999999708962
1685875260000,27214.6,27214.7,27212.4,27212.5,0.22930837,|,2023-06-04 18:41:00,-2.099999999998545,2.2999999999992724
1685875200000,27212.5,27214.7,27212.4,27214.7,0.13831784,|,2023-06-04 18:40:00,2.2000000000007276,2.2999999999992724
1685875140000,27213.1,27213.1,27212.2,27212.5,0.10961984,|,2023-06-04 18:39:00,-0.5999999999985448,0.8999999999978172
1685875080000,27213.1,27214.9,27212.8,27213.0,2.20266581,|,2023-06-04 18:38:00,-0.09999999999854481,2.100000000002183
1685875020000,27219.0,27219.6,27213.0,27213.0,0.41884925,|,2023-06-04 18:37:00,-6.0,6.599999999998545
1685874960000,27217.1,27219.0,27217.0,27219.0,0.04621679,|,2023-06-04 18:36:00,1.9000000000014552,2.0
1685874900000,27221.2,27223.0,27217.0,27217.0,0.37970852,|,2023-06-04 18:35:00,-4.200000000000728,6.0
1685874840000,27207.2,27221.1,27207.1,27221.1,1.8814513,|,2023-06-04 18:34:00,13.899999999997817,14.0
1685874780000,27207.7,27208.7,27206.4,27207.7,0.14657087,|,2023-06-04 18:33:00,0.0,2.2999999999992724
1685874720000,27212.3,27212.3,27207.6,27207.7,0.68551369,|,2023-06-04 18:32:00,-4.599999999998545,4.700000000000728
1685874660000,27210.8,27212.4,27210.8,27212.3,0.06410189,|,2023-06-04 18:31:00,1.5,1.6000000000021828
1685874600000,27222.9,27223.0,27210.8,27210.8,0.37990236,|,2023-06-04 18:30:00,-12.100000000002183,12.200000000000728
1685874540000,27218.9,27226.7,27218.9,27222.9,1.001111,|,2023-06-04 18:29:00,4.0,7.799999999999272
1685874480000,27219.9,27226.7,27218.9,27218.9,10.73664364,|,2023-06-04 18:28:00,-1.0,7.799999999999272
1685874420000,27214.4,27219.9,27213.9,27219.8,0.94790056,|,2023-06-04 18:27:00,5.399999999997817,6.0
1685874360000,27213.8,27214.5,27211.7,27214.3,0.74911663,|,2023-06-04 18:26:00,0.5,2.7999999999992724
1685874300000,27205.8,27213.9,27205.1,27213.9,0.47861666,|,2023-06-04 18:25:00,8.100000000002183,8.80000000000291
1685874240000,27204.4,27205.4,27204.4,27205.4,0.19223948,|,2023-06-04 18:24:00,1.0,1.0
1685874180000,27204.4,27204.5,27204.3,27204.4,0.74999851,|,2023-06-04 18:23:00,0.0,0.2000000000007276
1685874120000,27197.4,27204.5,27197.4,27204.5,5.25204691,|,2023-06-04 18:22:00,7.099999999998545,7.099999999998545
1685874060000,27192.1,27197.5,27192.1,27197.5,1.44205023,|,2023-06-04 18:21:00,5.400000000001455,5.400000000001455
1685874000000,27190.9,27194.2,27190.8,27192.1,0.53493285,|,2023-06-04 18:20:00,1.1999999999970896,3.400000000001455
1685873940000,27200.1,27200.9,27188.2,27189.6,4.36846066,|,2023-06-04 18:19:00,-10.5,12.700000000000728
1685873880000,27206.4,27206.4,27200.1,27200.1,0.55843112,|,2023-06-04 18:18:00,-6.30000000000291,6.30000000000291
1685873820000,27207.3,27207.4,27204.8,27205.0,0.58052989,|,2023-06-04 18:17:00,-2.2999999999992724,2.600000000002183
1685873760000,27206.4,27207.4,27206.2,27207.0,0.1563526,|,2023-06-04 18:16:00,0.5999999999985448,1.2000000000007276
1685873700000,27204.8,27206.3,27204.8,27206.3,0.32015524,|,2023-06-04 18:15:00,1.5,1.5
1685873640000,27207.5,27209.0,27203.9,27204.9,0.66629046,|,2023-06-04 18:14:00,-2.599999999998545,5.099999999998545
1685873580000,27204.1,27208.8,27204.1,27207.3,0.4030652,|,2023-06-04 18:13:00,3.2000000000007276,4.700000000000728
1685873520000,27201.4,27208.5,27201.2,27204.0,1.72321052,|,2023-06-04 18:12:00,2.599999999998545,7.299999999999272
1685873460000,27202.6,27202.6,27201.1,27201.4,0.44093348,|,2023-06-04 18:11:00,-1.1999999999970896,1.5
1685873400000,27202.6,27202.6,27202.5,27202.6,0.49043045,|,2023-06-04 18:10:00,0.0,0.09999999999854481
1685873340000,27202.7,27202.7,27202.6,27202.7,0.29948234,|,2023-06-04 18:09:00,0.0,0.10000000000218279
1685873280000,27203.2,27203.3,27202.6,27202.7,0.10681002,|,2023-06-04 18:08:00,-0.5,0.7000000000007276
1685873220000,27205.0,27205.1,27201.8,27203.3,0.38975211,|,2023-06-04 18:07:00,-1.7000000000007276,3.2999999999992724
1685873160000,27208.0,27208.0,27200.9,27205.1,0.42307878,|,2023-06-04 18:06:00,-2.900000000001455,7.099999999998545
1685873100000,27209.5,27209.5,27207.3,27208.1,0.13508946,|,2023-06-04 18:05:00,-1.4000000000014552,2.2000000000007276
1685873040000,27209.9,27210.0,27209.5,27209.6,0.08337745,|,2023-06-04 18:04:00,-0.3000000000029104,0.5
1685872980000,27217.3,27217.3,27209.3,27209.7,1.5437942,|,2023-06-04 18:03:00,-7.599999999998545,8.0
1685872920000,27220.0,27220.0,27217.9,27217.9,0.14075448,|,2023-06-04 18:02:00,-2.099999999998545,2.099999999998545
1685872860000,27220.0,27220.0,27219.9,27220.0,0.07721414,|,2023-06-04 18:01:00,0.0,0.09999999999854481
1685872800000,27215.2,27220.0,27215.2,27220.0,0.8980466,|,2023-06-04 18:00:00,4.799999999999272,4.799999999999272
1685872740000,27215.2,27218.1,27211.8,27215.3,2.84112476,|,2023-06-04 17:59:00,0.09999999999854481,6.299999999999272
1685872680000,27210.9,27215.2,27210.8,27215.2,0.42499994,|,2023-06-04 17:58:00,4.299999999999272,4.400000000001455
1685872620000,27211.8,27211.8,27210.6,27210.9,0.20452654,|,2023-06-04 17:57:00,-0.8999999999978172,1.2000000000007276
1685872560000,27210.6,27212.9,27210.6,27211.9,0.35734627,|,2023-06-04 17:56:00,1.3000000000029104,2.3000000000029104
1685872500000,27209.8,27210.7,27209.8,27210.6,0.2906884,|,2023-06-04 17:55:00,0.7999999999992724,0.9000000000014552
1685872440000,27222.3,27222.3,27209.8,27209.8,1.59036624,|,2023-06-04 17:54:00,-12.5,12.5
1685872380000,27227.7,27227.7,27222.2,27222.3,0.76344058,|,2023-06-04 17:53:00,-5.400000000001455,5.5
1685872320000,27227.7,27228.4,27227.6,27227.6,0.41961065,|,2023-06-04 17:52:00,-0.10000000000218279,0.8000000000029104
1685872260000,27227.6,27230.1,27227.6,27227.7,0.59101457,|,2023-06-04 17:51:00,0.10000000000218279,2.5
1685872200000,27230.3,27233.5,27227.5,27227.5,3.90909885,|,2023-06-04 17:50:00,-2.7999999999992724,6.0
1685872140000,27233.8,27233.8,27230.3,27230.3,1.00185666,|,2023-06-04 17:49:00,-3.5,3.5
1685872080000,27233.8,27233.9,27233.7,27233.7,1.69421645,|,2023-06-04 17:48:00,-0.09999999999854481,0.2000000000007276
1685872020000,27230.3,27234.1,27230.2,27233.9,4.63546047,|,2023-06-04 17:47:00,3.600000000002183,3.899999999997817
1685871960000,27222.5,27230.3,27222.5,27230.2,0.92809366,|,2023-06-04 17:46:00,7.700000000000728,7.799999999999272
1685871900000,27222.0,27233.2,27222.0,27222.5,2.25467791,|,2023-06-04 17:45:00,0.5,11.200000000000728
1685871840000,27217.1,27222.1,27211.9,27222.1,5.58446176,|,2023-06-04 17:44:00,5.0,10.19999999999709
1685871780000,27226.0,27226.0,27217.0,27217.0,4.42130794,|,2023-06-04 17:43:00,-9.0,9.0
1685871720000,27240.0,27250.7,27220.8,27227.0,15.28513078,|,2023-06-04 17:42:00,-13.0,29.900000000001455
1685871660000,27236.0,27245.3,27235.9,27240.0,12.44807797,|,2023-06-04 17:41:00,4.0,9.399999999997817
1685871600000,27235.9,27236.0,27220.4,27236.0,28.31229525,|,2023-06-04 17:40:00,0.09999999999854481,15.599999999998545
1685871540000,27222.3,27236.0,27222.2,27235.8,21.09493482,|,2023-06-04 17:39:00,13.5,13.799999999999272
1685871480000,27218.5,27222.5,27218.5,27222.2,1.90106172,|,2023-06-04 17:38:00,3.7000000000007276,4.0
1685871420000,27211.4,27218.6,27211.4,27218.5,0.82813821,|,2023-06-04 17:37:00,7.099999999998545,7.19999999999709
1685871360000,27209.8,27215.9,27209.8,27211.4,1.22651015,|,2023-06-04 17:36:00,1.6000000000021828,6.100000000002183
1685871300000,27204.9,27210.6,27204.9,27209.8,1.30815222,|,2023-06-04 17:35:00,4.899999999997817,5.69999999999709
1685871240000,27209.0,27209.1,27204.8,27204.9,1.15225251,|,2023-06-04 17:34:00,-4.099999999998545,4.299999999999272
1685871180000,27209.0,27209.1,27205.3,27209.1,3.08848805,|,2023-06-04 17:33:00,0.09999999999854481,3.7999999999992724
1685871120000,27206.2,27209.0,27206.2,27207.6,1.08180965,|,2023-06-04 17:32:00,1.3999999999978172,2.7999999999992724
1685871060000,27202.6,27207.5,27202.6,27206.3,4.86412499,|,2023-06-04 17:31:00,3.7000000000007276,4.900000000001455
1685871000000,27199.7,27206.3,27199.6,27206.2,5.80238384,|,2023-06-04 17:30:00,6.5,6.700000000000728
1685870940000,27199.6,27199.7,27199.6,27199.7,0.02082811,|,2023-06-04 17:29:00,0.10000000000218279,0.10000000000218279
1685870880000,27199.6,27199.7,27199.6,27199.6,0.04529513,|,2023-06-04 17:28:00,0.0,0.10000000000218279
1685870820000,27202.4,27202.9,27199.6,27199.7,2.59858562,|,2023-06-04 17:27:00,-2.7000000000007276,3.3000000000029104
1685870760000,27201.9,27202.9,27201.9,27202.0,0.3391853,|,2023-06-04 17:26:00,0.09999999999854481,1.0
1685870700000,27203.9,27203.9,27201.9,27202.0,0.36417007,|,2023-06-04 17:25:00,-1.9000000000014552,2.0
1685870640000,27205.1,27207.7,27204.0,27204.0,1.06944645,|,2023-06-04 17:24:00,-1.0999999999985448,3.7000000000007276
1685870580000,27198.9,27208.5,27198.9,27204.8,7.33542593,|,2023-06-04 17:23:00,5.899999999997817,9.599999999998545
1685870520000,27197.2,27199.0,27197.1,27199.0,3.18303759,|,2023-06-04 17:22:00,1.7999999999992724,1.9000000000014552
1685870460000,27191.7,27197.2,27191.6,27197.1,1.58360702,|,2023-06-04 17:21:00,5.399999999997817,5.600000000002183
1685870400000,27181.6,27195.9,27179.3,27191.7,10.66252236,|,2023-06-04 17:20:00,10.100000000002183,16.600000000002183
1685870340000,27190.6,27190.6,27181.6,27181.7,0.53741485,|,2023-06-04 17:19:00,-8.899999999997817,9.0
1685870280000,27195.0,27195.0,27190.6,27190.6,0.40279281,|,2023-06-04 17:18:00,-4.400000000001455,4.400000000001455
1685870220000,27189.5,27197.0,27189.5,27195.0,0.7446638,|,2023-06-04 17:17:00,5.5,7.5
1685870160000,27190.8,27192.2,27189.4,27189.5,0.56016691,|,2023-06-04 17:16:00,-1.2999999999992724,2.7999999999992724
1685870100000,27197.1,27197.2,27190.1,27190.3,1.64017027,|,2023-06-04 17:15:00,-6.799999999999272,7.100000000002183
1685870040000,27190.0,27197.2,27190.0,27197.1,0.67412232,|,2023-06-04 17:14:00,7.099999999998545,7.200000000000728
1685869980000,27188.9,27197.8,27184.5,27189.9,29.21344848,|,2023-06-04 17:13:00,1.0,13.299999999999272
1685869920000,27183.0,27189.0,27182.2,27189.0,6.98360424,|,2023-06-04 17:12:00,6.0,6.799999999999272
1685869860000,27173.5,27183.1,27173.4,27183.0,6.64786705,|,2023-06-04 17:11:00,9.5,9.69999999999709
1685869800000,27169.3,27173.5,27169.3,27173.5,1.02259343,|,2023-06-04 17:10:00,4.200000000000728,4.200000000000728
1685869740000,27162.2,27167.6,27162.2,27167.6,0.27612774,|,2023-06-04 17:09:00,5.399999999997817,5.399999999997817
1685869680000,27165.2,27165.2,27161.8,27162.2,0.70697589,|,2023-06-04 17:08:00,-3.0,3.400000000001455
1685869620000,27170.8,27172.3,27165.3,27165.3,2.15975413,|,2023-06-04 17:07:00,-5.5,7.0
1685869560000,27167.0,27181.0,27167.0,27170.7,7.46863212,|,2023-06-04 17:06:00,3.7000000000007276,14.0
1685869500000,27162.9,27170.6,27162.9,27167.1,3.273452,|,2023-06-04 17:05:00,4.19999999999709,7.69999999999709
1685869440000,27160.6,27170.0,27160.3,27162.9,2.00881904,|,2023-06-04 17:04:00,2.3000000000029104,9.700000000000728
1685869380000,27157.9,27160.6,27157.9,27160.6,0.67437201,|,2023-06-04 17:03:00,2.6999999999970896,2.6999999999970896
1685869320000,27156.1,27157.9,27156.0,27157.9,0.20994655,|,2023-06-04 17:02:00,1.8000000000029104,1.9000000000014552
1685869260000,27161.5,27161.5,27153.3,27156.1,1.23746887,|,2023-06-04 17:01:00,-5.400000000001455,8.200000000000728
1685869200000,27150.0,27161.6,27150.0,27161.4,6.15866683,|,2023-06-04 17:00:00,11.400000000001455,11.599999999998545
1685869140000,27149.5,27150.0,27149.4,27150.0,0.04344261,|,2023-06-04 16:59:00,0.5,0.5999999999985448
1685869080000,27147.4,27149.5,27147.3,27149.5,1.18266328,|,2023-06-04 16:58:00,2.099999999998545,2.2000000000007276
1685869020000,27147.0,27147.4,27147.0,27147.3,0.08163009,|,2023-06-04 16:57:00,0.2999999999992724,0.4000000000014552
1685868960000,27147.3,27147.4,27146.9,27146.9,0.32428551,|,2023-06-04 16:56:00,-0.3999999999978172,0.5
1685868900000,27146.9,27147.4,27146.9,27147.4,0.22796801,|,2023-06-04 16:55:00,0.5,0.5
1685868840000,27147.0,27147.0,27146.9,27147.0,0.15903414,|,2023-06-04 16:54:00,0.0,0.09999999999854481
1685868780000,27153.0,27154.4,27146.9,27147.0,6.02555283,|,2023-06-04 16:53:00,-6.0,7.5
1685868720000,27148.3,27154.2,27148.3,27153.0,1.59226084,|,2023-06-04 16:52:00,4.700000000000728,5.900000000001455
1685868660000,27146.9,27148.4,27146.9,27148.4,0.2176571,|,2023-06-04 16:51:00,1.5,1.5
1685868600000,27146.8,27146.9,27146.8,27146.9,0.08718084,|,2023-06-04 16:50:00,0.10000000000218279,0.10000000000218279
1685868540000,27145.5,27146.9,27145.4,27146.9,0.31762366,|,2023-06-04 16:49:00,1.4000000000014552,1.5
1685868480000,27141.8,27144.7,27141.8,27144.7,0.67225007,|,2023-06-04 16:48:00,2.900000000001455,2.900000000001455
1685868420000,27142.3,27142.3,27141.7,27141.8,0.10893903,|,2023-06-04 16:47:00,-0.5,0.5999999999985448
1685868360000,27147.2,27147.2,27141.8,27141.9,0.1852525,|,2023-06-04 16:46:00,-5.299999999999272,5.400000000001455
1685868300000,27147.9,27149.1,27147.3,27147.3,0.91671938,|,2023-06-04 16:45:00,-0.6000000000021828,1.7999999999992724
1685868240000,27144.3,27147.5,27144.3,27147.5,0.11353888,|,2023-06-04 16:44:00,3.2000000000007276,3.2000000000007276
1685868180000,27144.4,27144.4,27144.3,27144.4,0.031734,|,2023-06-04 16:43:00,0.0,0.10000000000218279
1685868120000,27143.2,27144.4,27143.1,27144.4,0.53222288,|,2023-06-04 16:42:00,1.2000000000007276,1.3000000000029104
1685868060000,27143.1,27144.3,27143.1,27143.1,0.19274404,|,2023-06-04 16:41:00,0.0,1.2000000000007276
1685868000000,27143.2,27144.4,27140.7,27143.1,1.64985044,|,2023-06-04 16:40:00,-0.10000000000218279,3.7000000000007276
1685867940000,27153.9,27153.9,27138.3,27143.1,3.42577273,|,2023-06-04 16:39:00,-10.80000000000291,15.600000000002183
1685867880000,27149.8,27156.3,27145.9,27153.9,2.37789,|,2023-06-04 16:38:00,4.100000000002183,10.399999999997817
1685867820000,27138.0,27152.6,27138.0,27149.9,0.63573038,|,2023-06-04 16:37:00,11.900000000001455,14.599999999998545
1685867760000,27128.7,27138.7,27128.7,27137.9,9.82983554,|,2023-06-04 16:36:00,9.200000000000728,10.0
1685867700000,27128.7,27128.8,27128.7,27128.8,0.23407039,|,2023-06-04 16:35:00,0.09999999999854481,0.09999999999854481
1685867640000,27128.1,27128.8,27126.4,27128.8,0.63463182,|,2023-06-04 16:34:00,0.7000000000007276,2.399999999997817
1685867580000,27131.2,27131.2,27126.4,27128.2,0.08023886,|,2023-06-04 16:33:00,-3.0,4.799999999999272
1685867520000,27131.3,27131.7,27131.2,27131.3,0.13054781,|,2023-06-04 16:32:00,0.0,0.5
1685867460000,27133.9,27133.9,27130.0,27130.7,0.21903794,|,2023-06-04 16:31:00,-3.2000000000007276,3.900000000001455
1685867400000,27125.9,27133.9,27125.8,27133.8,1.00554936,|,2023-06-04 16:30:00,7.899999999997817,8.100000000002183
1685867340000,27125.9,27125.9,27125.8,27125.9,1.29684682,|,2023-06-04 16:29:00,0.0,0.10000000000218279
1685867280000,27125.8,27125.9,27125.8,27125.9,0.08101501,|,2023-06-04 16:28:00,0.10000000000218279,0.10000000000218279
1685867220000,27126.1,27126.1,27125.8,27125.9,0.04574346,|,2023-06-04 16:27:00,-0.19999999999708962,0.2999999999992724
1685867160000,27128.7,27128.7,27126.0,27126.0,6.37643899,|,2023-06-04 16:26:00,-2.7000000000007276,2.7000000000007276
1685867100000,27130.1,27130.1,27128.6,27128.6,0.81959312,|,2023-06-04 16:25:00,-1.5,1.5
1685867040000,27131.3,27131.3,27130.0,27130.1,0.37850285,|,2023-06-04 16:24:00,-1.2000000000007276,1.2999999999992724
1685866980000,27136.4,27136.4,27131.2,27131.2,0.658613,|,2023-06-04 16:23:00,-5.200000000000728,5.200000000000728
1685866920000,27132.7,27136.4,27132.4,27136.4,0.81972225,|,2023-06-04 16:22:00,3.7000000000007276,4.0
1685866860000,27140.9,27140.9,27132.3,27132.4,1.0213656,|,2023-06-04 16:21:00,-8.5,8.600000000002183
1685866800000,27141.0,27141.0,27140.9,27141.0,0.10590169,|,2023-06-04 16:20:00,0.0,0.09999999999854481
1685866740000,27143.0,27143.0,27140.8,27141.4,0.21521075,|,2023-06-04 16:19:00,-1.5999999999985448,2.2000000000007276
1685866680000,27140.8,27146.4,27140.8,27143.0,2.65137845,|,2023-06-04 16:18:00,2.2000000000007276,5.600000000002183
1685866620000,27145.6,27145.6,27140.7,27140.7,0.38706426,|,2023-06-04 16:17:00,-4.899999999997817,4.899999999997817
1685866560000,27159.1,27159.1,27145.5,27145.5,3.99011084,|,2023-06-04 16:16:00,-13.599999999998545,13.599999999998545
1685866500000,27149.9,27159.2,27149.9,27159.1,1.15283285,|,2023-06-04 16:15:00,9.19999999999709,9.299999999999272
1685866440000,27149.8,27149.9,27149.8,27149.8,0.03580809,|,2023-06-04 16:14:00,0.0,0.10000000000218279
1685866380000,27142.5,27149.9,27142.5,27149.8,1.64819135,|,2023-06-04 16:13:00,7.299999999999272,7.400000000001455
1685866320000,27143.1,27145.7,27142.4,27142.5,2.41104963,|,2023-06-04 16:12:00,-0.5999999999985448,3.2999999999992724
1685866260000,27150.2,27150.2,27142.6,27142.6,1.29675175,|,2023-06-04 16:11:00,-7.600000000002183,7.600000000002183
1685866200000,27152.8,27155.3,27150.3,27150.3,1.2854125,|,2023-06-04 16:10:00,-2.5,5.0
1685866140000,27151.5,27152.8,27151.5,27152.8,0.27775965,|,2023-06-04 16:09:00,1.2999999999992724,1.2999999999992724
1685866080000,27148.9,27158.4,27148.9,27151.5,2.25693619,|,2023-06-04 16:08:00,2.599999999998545,9.5
1685866020000,27157.8,27157.8,27148.1,27148.1,0.52157844,|,2023-06-04 16:07:00,-9.700000000000728,9.700000000000728
1685865960000,27160.1,27160.1,27146.8,27157.9,1.98691579,|,2023-06-04 16:06:00,-2.1999999999970896,13.299999999999272
1685865900000,27160.0,27160.1,27160.0,27160.1,0.33734457,|,2023-06-04 16:05:00,0.09999999999854481,0.09999999999854481
1685865840000,27160.2,27161.7,27158.0,27160.0,2.34277341,|,2023-06-04 16:04:00,-0.2000000000007276,3.7000000000007276
1685865780000,27157.9,27160.2,27157.9,27160.1,0.51176331,|,2023-06-04 16:03:00,2.1999999999970896,2.2999999999992724
1685865720000,27155.0,27157.5,27155.0,27157.5,2.49247304,|,2023-06-04 16:02:00,2.5,2.5
1685865660000,27158.5,27158.5,27154.1,27155.0,0.9836951,|,2023-06-04 16:01:00,-3.5,4.400000000001455
1685865600000,27151.4,27158.4,27151.4,27158.4,1.84354764,|,2023-06-04 16:00:00,7.0,7.0
1685865540000,27159.9,27159.9,27146.3,27151.5,4.8273535,|,2023-06-04 15:59:00,-8.400000000001455,13.600000000002183
1685865480000,27159.9,27160.0,27159.9,27160.0,0.36095044,|,2023-06-04 15:58:00,0.09999999999854481,0.09999999999854481
1685865420000,27143.9,27163.9,27143.7,27159.9,18.93909792,|,2023-06-04 15:57:00,16.0,20.200000000000728
1685865360000,27145.5,27145.6,27143.9,27143.9,0.09014684,|,2023-06-04 15:56:00,-1.5999999999985448,1.6999999999970896
1685865300000,27140.1,27145.6,27140.1,27145.6,0.68349238,|,2023-06-04 15:55:00,5.5,5.5
1685865240000,27142.2,27142.2,27140.1,27140.1,0.14836062,|,2023-06-04 15:54:00,-2.100000000002183,2.100000000002183
1685865180000,27147.8,27147.8,27141.0,27142.2,0.45022232,|,2023-06-04 15:53:00,-5.599999999998545,6.799999999999272
1685865120000,27147.1,27147.8,27146.2,27147.8,0.90369071,|,2023-06-04 15:52:00,0.7000000000007276,1.5999999999985448
1685865060000,27146.9,27147.1,27146.9,27147.1,0.25379375,|,2023-06-04 15:51:00,0.19999999999708962,0.19999999999708962
1685865000000,27128.3,27147.0,27128.3,27146.9,2.85692324,|,2023-06-04 15:50:00,18.600000000002183,18.700000000000728
1685864940000,27129.7,27129.7,27128.3,27128.3,0.07284304,|,2023-06-04 15:49:00,-1.4000000000014552,1.4000000000014552
1685864880000,27130.6,27130.6,27129.8,27129.8,0.32906083,|,2023-06-04 15:48:00,-0.7999999999992724,0.7999999999992724
1685864820000,27133.1,27133.2,27130.5,27130.6,0.73018659,|,2023-06-04 15:47:00,-2.5,2.7000000000007276
1685864760000,27133.1,27135.6,27133.0,27133.2,0.08684891,|,2023-06-04 15:46:00,0.10000000000218279,2.599999999998545
1685864700000,27139.1,27140.1,27133.4,27133.5,2.05053154,|,2023-06-04 15:45:00,-5.599999999998545,6.69999999999709
1685864640000,27143.4,27143.4,27139.0,27139.1,0.26021031,|,2023-06-04 15:44:00,-4.30000000000291,4.400000000001455
1685864580000,27146.8,27150.0,27141.7,27143.4,0.55957147,|,2023-06-04 15:43:00,-3.399999999997817,8.299999999999272
1685864520000,27135.6,27149.0,27132.8,27146.7,3.68736725,|,2023-06-04 15:42:00,11.100000000002183,16.200000000000728
1685864460000,27129.0,27135.7,27128.7,27135.6,3.31196178,|,2023-06-04 15:41:00,6.599999999998545,7.0
1685864400000,27159.0,27159.0,27129.0,27129.0,12.36793265,|,2023-06-04 15:40:00,-30.0,30.0
1685864340000,27154.6,27159.0,27154.6,27159.0,1.13042853,|,2023-06-04 15:39:00,4.400000000001455,4.400000000001455
1685864280000,27136.9,27154.7,27136.9,27154.7,6.13422056,|,2023-06-04 15:38:00,17.799999999999272,17.799999999999272
1685864220000,27135.6,27137.0,27135.5,27137.0,0.16880307,|,2023-06-04 15:37:00,1.4000000000014552,1.5
1685864160000,27147.1,27147.1,27135.5,27135.6,0.68739282,|,2023-06-04 15:36:00,-11.5,11.599999999998545
1685864100000,27146.7,27148.5,27146.7,27147.2,0.12783989,|,2023-06-04 15:35:00,0.5,1.7999999999992724
1685864040000,27148.6,27148.7,27145.7,27146.7,0.73447945,|,2023-06-04 15:34:00,-1.8999999999978172,3.0
1685863980000,27148.8,27148.8,27148.6,27148.6,0.23434127,|,2023-06-04 15:33:00,-0.2000000000007276,0.2000000000007276
1685863920000,27136.3,27148.8,27135.8,27148.8,3.64278522,|,2023-06-04 15:32:00,12.5,13.0
1685863860000,27136.4,27136.4,27136.3,27136.4,0.04251501,|,2023-06-04 15:31:00,0.0,0.10000000000218279
1685863800000,27142.0,27142.1,27136.3,27136.3,0.62545241,|,2023-06-04 15:30:00,-5.700000000000728,5.799999999999272
1685863740000,27146.9,27146.9,27142.1,27142.1,1.27429794,|,2023-06-04 15:29:00,-4.80000000000291,4.80000000000291
1685863680000,27146.9,27146.9,27146.8,27146.8,0.09682375,|,2023-06-04 15:28:00,-0.10000000000218279,0.10000000000218279
1685863620000,27148.0,27148.0,27140.2,27146.9,1.06870299,|,2023-06-04 15:27:00,-1.0999999999985448,7.799999999999272
1685863560000,27146.6,27148.0,27146.5,27148.0,0.34932701,|,2023-06-04 15:26:00,1.4000000000014552,1.5
1685863500000,27141.1,27147.8,27140.1,27146.6,1.50075604,|,2023-06-04 15:25:00,5.5,7.700000000000728
1685863440000,27142.1,27142.1,27141.1,27141.2,0.47239927,|,2023-06-04 15:24:00,-0.8999999999978172,1.0
1685863380000,27147.8,27147.8,27143.4,27143.4,0.57991844,|,2023-06-04 15:23:00,-4.399999999997817,4.399999999997817
1685863320000,27146.1,27147.8,27146.1,27147.8,1.16274768,|,2023-06-04 15:22:00,1.7000000000007276,1.7000000000007276
1685863260000,27148.0,27148.1,27146.1,27146.2,0.77069102,|,2023-06-04 15:21:00,-1.7999999999992724,2.0
1685863200000,27148.7,27148.8,27146.0,27148.0,2.08323671,|,2023-06-04 15:20:00,-0.7000000000007276,2.7999999999992724
1685863140000,27147.6,27148.8,27147.6,27148.8,0.6895418,|,2023-06-04 15:19:00,1.2000000000007276,1.2000000000007276
1685863080000,27150.5,27152.2,27147.5,27147.5,0.34737147,|,2023-06-04 15:18:00,-3.0,4.700000000000728
1685863020000,27152.6,27152.6,27150.3,27150.5,0.08915478,|,2023-06-04 15:17:00,-2.099999999998545,2.2999999999992724
1685862960000,27150.0,27161.1,27145.0,27152.6,5.7198833,|,2023-06-04 15:16:00,2.599999999998545,16.099999999998545
1685862900000,27149.8,27162.7,27149.8,27150.1,11.782251,|,2023-06-04 15:15:00,0.2999999999992724,12.900000000001455
1685862840000,27149.9,27150.0,27149.8,27149.8,0.60875268,|,2023-06-04 15:14:00,-0.10000000000218279,0.2000000000007276
1685862780000,27148.9,27150.0,27148.8,27150.0,0.39721529,|,2023-06-04 15:13:00,1.0999999999985448,1.2000000000007276
1685862720000,27148.9,27150.0,27148.8,27148.9,1.95102478,|,2023-06-04 15:12:00,0.0,1.2000000000007276
1685862660000,27142.1,27148.9,27142.0,27148.9,0.83277549,|,2023-06-04 15:11:00,6.80000000000291,6.900000000001455
1685862600000,27143.9,27143.9,27132.2,27142.1,1.45561077,|,2023-06-04 15:10:00,-1.8000000000029104,11.700000000000728
1685862540000,27145.9,27149.9,27135.0,27141.3,2.77618057,|,2023-06-04 15:09:00,-4.600000000002183,14.900000000001455
1685862480000,27146.4,27146.4,27143.1,27145.2,0.13319471,|,2023-06-04 15:08:00,-1.2000000000007276,3.3000000000029104
1685862420000,27143.1,27149.5,27143.0,27146.4,1.04544517,|,2023-06-04 15:07:00,3.3000000000029104,6.5
1685862360000,27150.0,27150.0,27142.6,27143.1,5.04810452,|,2023-06-04 15:06:00,-6.900000000001455,7.400000000001455
